transaction_id;status;recommendation;reason;timestamp
21321208;success;approve;looks_ok;2025-10-20T12:51:53.160387
21321209;success;approve;looks_ok;2025-10-20T12:51:53.390234
21321210;success;deny;previous_chargeback;2025-10-20T12:51:53.622368
21321211;success;approve;looks_ok;2025-10-20T12:51:53.852836
21321212;success;deny;previous_chargeback;2025-10-20T12:51:54.085460
21321213;success;approve;looks_ok;2025-10-20T12:51:54.315398
21321214;success;approve;looks_ok;2025-10-20T12:51:54.545951
21321215;success;deny;previous_chargeback;2025-10-20T12:51:54.778231
21321216;success;deny;previous_chargeback;2025-10-20T12:51:55.010015
21321217;success;approve;looks_ok;2025-10-20T12:51:55.240096
21321218;success;approve;looks_ok;2025-10-20T12:51:55.470460
21321219;success;deny;high_value_rapid_tx;2025-10-20T12:51:55.702809
21321220;success;approve;looks_ok;2025-10-20T12:51:55.932466
21321221;success;deny;previous_chargeback;2025-10-20T12:51:56.165322
21321222;success;approve;looks_ok;2025-10-20T12:51:56.397674
21321223;success;approve;looks_ok;2025-10-20T12:51:56.628930
21321224;success;approve;looks_ok;2025-10-20T12:51:56.858898
21321225;success;approve;looks_ok;2025-10-20T12:51:57.089339
21321226;success;deny;previous_chargeback;2025-10-20T12:51:57.321681
21321227;success;deny;high_value_rapid_tx;2025-10-20T12:51:57.553950
21321228;success;approve;looks_ok;2025-10-20T12:51:57.794047
21321229;success;approve;looks_ok;2025-10-20T12:51:58.023627
21321230;success;approve;looks_ok;2025-10-20T12:51:58.253816
21321231;success;deny;high_value_rapid_tx;2025-10-20T12:51:58.485956
21321232;success;deny;high_value_rapid_tx;2025-10-20T12:51:58.718646
21321233;success;approve;looks_ok;2025-10-20T12:51:58.954673
21321234;success;approve;looks_ok;2025-10-20T12:51:59.184531
21321235;success;deny;previous_chargeback;2025-10-20T12:51:59.416949
21321236;success;deny;previous_chargeback;2025-10-20T12:51:59.649531
21321237;success;deny;previous_chargeback;2025-10-20T12:51:59.881620
21321238;success;deny;high_value_rapid_tx;2025-10-20T12:52:00.114473
21321239;success;approve;looks_ok;2025-10-20T12:52:00.344904
21321240;success;approve;looks_ok;2025-10-20T12:52:00.575254
21321241;success;approve;looks_ok;2025-10-20T12:52:00.814362
21321242;success;approve;looks_ok;2025-10-20T12:52:01.047723
21321243;success;approve;looks_ok;2025-10-20T12:52:01.279177
21321244;success;deny;previous_chargeback;2025-10-20T12:52:01.511248
21321245;success;approve;looks_ok;2025-10-20T12:52:01.743126
21321246;success;approve;looks_ok;2025-10-20T12:52:01.974095
21321247;success;approve;looks_ok;2025-10-20T12:52:02.204241
21321248;success;approve;looks_ok;2025-10-20T12:52:02.434180
21321249;success;approve;looks_ok;2025-10-20T12:52:02.664868
21321250;success;deny;previous_chargeback;2025-10-20T12:52:02.897363
21321251;success;approve;looks_ok;2025-10-20T12:52:03.127654
21321252;success;approve;looks_ok;2025-10-20T12:52:03.358107
21321253;success;deny;previous_chargeback;2025-10-20T12:52:03.590571
21321254;success;approve;looks_ok;2025-10-20T12:52:03.820885
21321255;success;approve;looks_ok;2025-10-20T12:52:04.051369
21321256;success;approve;looks_ok;2025-10-20T12:52:04.282029
21321257;success;approve;looks_ok;2025-10-20T12:52:04.512235
21321258;success;deny;previous_chargeback;2025-10-20T12:52:04.744655
21321259;success;approve;looks_ok;2025-10-20T12:52:04.975549
21321260;success;approve;looks_ok;2025-10-20T12:52:05.206684
21321261;success;approve;looks_ok;2025-10-20T12:52:05.436697
21321262;success;approve;looks_ok;2025-10-20T12:52:05.667550
21321263;success;approve;looks_ok;2025-10-20T12:52:05.898129
21321264;success;deny;high_value_rapid_tx;2025-10-20T12:52:06.131068
21321265;success;approve;looks_ok;2025-10-20T12:52:06.361571
21321266;success;approve;looks_ok;2025-10-20T12:52:06.592054
21321267;success;approve;looks_ok;2025-10-20T12:52:06.822283
21321268;success;deny;daily_limit_exceeded;2025-10-20T12:52:07.054923
21321269;success;approve;looks_ok;2025-10-20T12:52:07.285476
21321270;success;deny;previous_chargeback;2025-10-20T12:52:07.520241
21321271;success;approve;looks_ok;2025-10-20T12:52:07.750970
21321272;success;approve;looks_ok;2025-10-20T12:52:07.986191
21321273;success;approve;looks_ok;2025-10-20T12:52:08.217112
21321274;success;approve;looks_ok;2025-10-20T12:52:08.449497
21321275;success;approve;looks_ok;2025-10-20T12:52:08.679865
21321276;success;deny;high_value_rapid_tx;2025-10-20T12:52:08.912964
21321277;success;deny;high_value_rapid_tx;2025-10-20T12:52:09.145708
21321278;success;approve;looks_ok;2025-10-20T12:52:09.375848
21321279;success;approve;looks_ok;2025-10-20T12:52:09.605419
21321280;success;approve;looks_ok;2025-10-20T12:52:09.835983
21321281;success;approve;looks_ok;2025-10-20T12:52:10.066447
21321282;success;deny;previous_chargeback;2025-10-20T12:52:10.299161
21321283;success;deny;high_value_rapid_tx;2025-10-20T12:52:10.532753
21321284;success;approve;looks_ok;2025-10-20T12:52:10.764634
21321285;success;deny;high_value_rapid_tx;2025-10-20T12:52:10.997575
21321286;success;deny;previous_chargeback;2025-10-20T12:52:11.230208
21321287;success;deny;previous_chargeback;2025-10-20T12:52:11.462449
21321288;success;approve;looks_ok;2025-10-20T12:52:11.693154
21321289;success;deny;high_value_rapid_tx;2025-10-20T12:52:11.925300
21321290;success;approve;looks_ok;2025-10-20T12:52:12.156169
21321291;success;approve;looks_ok;2025-10-20T12:52:12.386683
21321292;success;approve;looks_ok;2025-10-20T12:52:12.616656
21321293;success;approve;looks_ok;2025-10-20T12:52:12.846901
21321294;success;approve;looks_ok;2025-10-20T12:52:13.077927
21321295;success;approve;looks_ok;2025-10-20T12:52:13.307927
21321296;success;approve;looks_ok;2025-10-20T12:52:13.537759
21321297;success;deny;high_value_rapid_tx;2025-10-20T12:52:13.771873
21321298;success;approve;looks_ok;2025-10-20T12:52:14.002348
21321299;success;approve;looks_ok;2025-10-20T12:52:14.233160
21321300;success;deny;high_value_rapid_tx;2025-10-20T12:52:14.467773
21321301;success;deny;high_value_rapid_tx;2025-10-20T12:52:14.701036
21321302;success;approve;looks_ok;2025-10-20T12:52:14.931154
21321303;success;approve;looks_ok;2025-10-20T12:52:15.161491
21321304;success;approve;looks_ok;2025-10-20T12:52:15.391998
21321305;success;deny;high_value_rapid_tx;2025-10-20T12:52:15.624489
21321306;success;approve;looks_ok;2025-10-20T12:52:15.854666
21321307;success;approve;looks_ok;2025-10-20T12:52:16.086423
21321308;success;deny;high_value_rapid_tx;2025-10-20T12:52:16.319352
21321309;success;deny;previous_chargeback;2025-10-20T12:52:16.551671
21321310;success;deny;high_value_rapid_tx;2025-10-20T12:52:16.784220
21321311;success;approve;looks_ok;2025-10-20T12:52:17.014977
21321312;success;approve;looks_ok;2025-10-20T12:52:17.249189
21321313;success;approve;looks_ok;2025-10-20T12:52:17.479596
21321314;success;approve;looks_ok;2025-10-20T12:52:17.710301
21321315;success;approve;looks_ok;2025-10-20T12:52:17.941155
21321316;success;deny;previous_chargeback;2025-10-20T12:52:18.173769
21321317;success;deny;high_value_rapid_tx;2025-10-20T12:52:18.407148
21321318;success;deny;high_value_rapid_tx;2025-10-20T12:52:18.639744
21321319;success;deny;high_value_rapid_tx;2025-10-20T12:52:18.872011
21321320;success;approve;looks_ok;2025-10-20T12:52:19.102661
21321321;success;approve;looks_ok;2025-10-20T12:52:19.334887
21321322;success;deny;high_value_rapid_tx;2025-10-20T12:52:19.568653
21321323;success;approve;looks_ok;2025-10-20T12:52:19.798852
21321324;success;approve;looks_ok;2025-10-20T12:52:20.029340
21321325;success;deny;previous_chargeback;2025-10-20T12:52:20.262150
21321326;success;approve;looks_ok;2025-10-20T12:52:20.492085
21321327;success;deny;high_value_rapid_tx;2025-10-20T12:52:20.730725
21321328;success;approve;looks_ok;2025-10-20T12:52:20.961438
21321329;success;deny;previous_chargeback;2025-10-20T12:52:21.194407
21321330;success;approve;looks_ok;2025-10-20T12:52:21.424809
21321331;success;approve;looks_ok;2025-10-20T12:52:21.655128
21321332;success;approve;looks_ok;2025-10-20T12:52:21.885741
21321333;success;approve;looks_ok;2025-10-20T12:52:22.116225
21321334;success;approve;looks_ok;2025-10-20T12:52:22.348329
21321335;success;deny;high_value_rapid_tx;2025-10-20T12:52:22.581020
21321336;success;deny;previous_chargeback;2025-10-20T12:52:22.813604
21321337;success;approve;looks_ok;2025-10-20T12:52:23.044887
21321338;success;approve;looks_ok;2025-10-20T12:52:23.275674
21321339;success;approve;looks_ok;2025-10-20T12:52:23.506425
21321340;success;approve;looks_ok;2025-10-20T12:52:23.737437
21321341;success;deny;high_value_rapid_tx;2025-10-20T12:52:23.970765
21321342;success;approve;looks_ok;2025-10-20T12:52:24.201158
21321343;success;approve;looks_ok;2025-10-20T12:52:24.431597
21321344;success;approve;looks_ok;2025-10-20T12:52:24.662074
21321345;success;approve;looks_ok;2025-10-20T12:52:24.893295
21321346;success;approve;looks_ok;2025-10-20T12:52:25.123975
21321347;success;approve;looks_ok;2025-10-20T12:52:25.354746
21321348;success;approve;looks_ok;2025-10-20T12:52:25.585577
21321349;success;deny;previous_chargeback;2025-10-20T12:52:25.818522
21321350;success;approve;looks_ok;2025-10-20T12:52:26.050057
21321351;success;approve;looks_ok;2025-10-20T12:52:26.282085
21321352;success;approve;looks_ok;2025-10-20T12:52:26.514402
21321353;success;deny;previous_chargeback;2025-10-20T12:52:26.747118
21321354;success;approve;looks_ok;2025-10-20T12:52:26.978531
21321355;success;approve;looks_ok;2025-10-20T12:52:27.209636
21321356;success;approve;looks_ok;2025-10-20T12:52:27.440876
21321357;success;approve;looks_ok;2025-10-20T12:52:27.674101
21321358;success;approve;looks_ok;2025-10-20T12:52:27.905972
21321359;success;deny;high_value_rapid_tx;2025-10-20T12:52:28.139787
21321360;success;approve;looks_ok;2025-10-20T12:52:28.370798
21321361;success;deny;high_value_rapid_tx;2025-10-20T12:52:28.605458
21321362;success;deny;previous_chargeback;2025-10-20T12:52:28.838498
21321363;success;deny;previous_chargeback;2025-10-20T12:52:29.071693
21321364;success;approve;looks_ok;2025-10-20T12:52:29.302055
21321365;success;approve;looks_ok;2025-10-20T12:52:29.532766
21321366;success;deny;high_value_rapid_tx;2025-10-20T12:52:29.765696
21321367;success;approve;looks_ok;2025-10-20T12:52:29.996225
21321368;success;approve;looks_ok;2025-10-20T12:52:30.226988
21321369;success;deny;high_value_rapid_tx;2025-10-20T12:52:30.461186
21321370;success;deny;high_value_rapid_tx;2025-10-20T12:52:30.694144
21321371;success;approve;looks_ok;2025-10-20T12:52:30.925028
21321372;success;approve;looks_ok;2025-10-20T12:52:31.156766
21321373;success;approve;looks_ok;2025-10-20T12:52:31.387957
21321374;success;deny;high_value_rapid_tx;2025-10-20T12:52:31.621098
21321375;success;approve;looks_ok;2025-10-20T12:52:31.859811
21321376;success;approve;looks_ok;2025-10-20T12:52:32.090794
21321377;success;approve;looks_ok;2025-10-20T12:52:32.321402
21321378;success;approve;looks_ok;2025-10-20T12:52:32.552091
21321379;success;approve;looks_ok;2025-10-20T12:52:32.784272
21321380;success;approve;looks_ok;2025-10-20T12:52:33.014830
21321381;success;approve;looks_ok;2025-10-20T12:52:33.246065
21321382;success;deny;previous_chargeback;2025-10-20T12:52:33.480438
21321383;success;approve;looks_ok;2025-10-20T12:52:33.713660
21321384;success;deny;high_value_rapid_tx;2025-10-20T12:52:33.947047
21321385;success;approve;looks_ok;2025-10-20T12:52:34.177785
21321386;success;deny;previous_chargeback;2025-10-20T12:52:34.411056
21321387;success;approve;looks_ok;2025-10-20T12:52:34.641588
21321388;success;approve;looks_ok;2025-10-20T12:52:34.872704
21321389;success;approve;looks_ok;2025-10-20T12:52:35.103770
21321390;success;approve;looks_ok;2025-10-20T12:52:35.334803
21321391;success;approve;looks_ok;2025-10-20T12:52:35.565144
21321392;success;approve;looks_ok;2025-10-20T12:52:35.798206
21321393;success;deny;high_value_rapid_tx;2025-10-20T12:52:36.031780
21321394;success;approve;looks_ok;2025-10-20T12:52:36.262502
21321395;success;approve;looks_ok;2025-10-20T12:52:36.500321
21321396;success;approve;looks_ok;2025-10-20T12:52:36.732827
21321397;success;approve;looks_ok;2025-10-20T12:52:36.963998
21321398;success;approve;looks_ok;2025-10-20T12:52:37.194848
21321399;success;deny;high_value_rapid_tx;2025-10-20T12:52:37.428540
21321400;success;approve;looks_ok;2025-10-20T12:52:37.659269
21321401;success;approve;looks_ok;2025-10-20T12:52:37.889949
21321402;success;approve;looks_ok;2025-10-20T12:52:38.120972
21321403;success;approve;looks_ok;2025-10-20T12:52:38.352103
21321404;success;deny;high_value_rapid_tx;2025-10-20T12:52:38.585486
21321405;success;approve;looks_ok;2025-10-20T12:52:38.817337
21321406;success;approve;looks_ok;2025-10-20T12:52:39.049773
21321407;success;approve;looks_ok;2025-10-20T12:52:39.280422
21321408;success;deny;high_value_rapid_tx;2025-10-20T12:52:39.513650
21321409;success;approve;looks_ok;2025-10-20T12:52:39.749532
21321410;success;approve;looks_ok;2025-10-20T12:52:39.980973
21321411;success;approve;looks_ok;2025-10-20T12:52:40.211786
21321412;success;approve;looks_ok;2025-10-20T12:52:40.442716
21321413;success;approve;looks_ok;2025-10-20T12:52:40.674217
21321414;success;approve;looks_ok;2025-10-20T12:52:40.905449
21321415;success;approve;looks_ok;2025-10-20T12:52:41.136268
21321416;success;approve;looks_ok;2025-10-20T12:52:41.367450
21321417;success;approve;looks_ok;2025-10-20T12:52:41.597907
21321418;success;approve;looks_ok;2025-10-20T12:52:41.828179
21321419;success;deny;high_value_rapid_tx;2025-10-20T12:52:42.061327
21321420;success;approve;looks_ok;2025-10-20T12:52:42.292029
21321421;success;approve;looks_ok;2025-10-20T12:52:42.523122
21321422;success;approve;looks_ok;2025-10-20T12:52:42.754455
21321423;success;deny;high_value_rapid_tx;2025-10-20T12:52:42.989036
21321424;success;approve;looks_ok;2025-10-20T12:52:43.220417
21321425;success;approve;looks_ok;2025-10-20T12:52:43.451472
21321426;success;deny;previous_chargeback;2025-10-20T12:52:43.694367
21321427;success;approve;looks_ok;2025-10-20T12:52:43.925471
21321428;success;deny;daily_limit_exceeded;2025-10-20T12:52:44.159173
21321429;success;approve;looks_ok;2025-10-20T12:52:44.390004
21321430;success;deny;high_value_rapid_tx;2025-10-20T12:52:44.623617
21321431;success;approve;looks_ok;2025-10-20T12:52:44.854375
21321432;success;approve;looks_ok;2025-10-20T12:52:45.085270
21321433;success;deny;previous_chargeback;2025-10-20T12:52:45.318543
21321434;success;approve;looks_ok;2025-10-20T12:52:45.549838
21321435;success;approve;looks_ok;2025-10-20T12:52:45.780214
21321436;success;deny;high_value_rapid_tx;2025-10-20T12:52:46.013737
21321437;success;approve;looks_ok;2025-10-20T12:52:46.245297
21321438;success;deny;high_value_rapid_tx;2025-10-20T12:52:46.478944
21321439;success;deny;high_value_rapid_tx;2025-10-20T12:52:46.720793
21321440;success;approve;looks_ok;2025-10-20T12:52:46.952633
21321441;success;deny;high_value_rapid_tx;2025-10-20T12:52:47.189287
21321442;success;approve;looks_ok;2025-10-20T12:52:47.419870
21321443;success;approve;looks_ok;2025-10-20T12:52:47.657137
21321444;success;approve;looks_ok;2025-10-20T12:52:47.888502
21321445;success;approve;looks_ok;2025-10-20T12:52:48.120329
21321446;success;approve;looks_ok;2025-10-20T12:52:48.352281
21321447;success;deny;previous_chargeback;2025-10-20T12:52:48.585563
21321448;success;deny;previous_chargeback;2025-10-20T12:52:48.819272
21321449;success;deny;previous_chargeback;2025-10-20T12:52:49.052447
21321450;success;approve;looks_ok;2025-10-20T12:52:49.285257
21321451;success;approve;looks_ok;2025-10-20T12:52:49.516620
21321452;success;deny;previous_chargeback;2025-10-20T12:52:49.749632
21321453;success;deny;previous_chargeback;2025-10-20T12:52:49.982985
21321454;success;approve;looks_ok;2025-10-20T12:52:50.214081
21321455;success;deny;previous_chargeback;2025-10-20T12:52:50.447528
21321456;success;deny;previous_chargeback;2025-10-20T12:52:50.681202
21321457;success;approve;looks_ok;2025-10-20T12:52:50.912445
21321458;success;deny;previous_chargeback;2025-10-20T12:52:51.147820
21321459;success;approve;looks_ok;2025-10-20T12:52:51.378800
21321460;success;deny;previous_chargeback;2025-10-20T12:52:51.614125
21321461;success;approve;looks_ok;2025-10-20T12:52:51.845903
21321462;success;approve;looks_ok;2025-10-20T12:52:52.077017
21321463;success;deny;previous_chargeback;2025-10-20T12:52:52.310674
21321464;success;approve;looks_ok;2025-10-20T12:52:52.544183
21321465;success;approve;looks_ok;2025-10-20T12:52:52.776237
21321466;success;deny;previous_chargeback;2025-10-20T12:52:53.009847
21321467;success;deny;previous_chargeback;2025-10-20T12:52:53.244996
21321468;success;approve;looks_ok;2025-10-20T12:52:53.478083
21321469;success;deny;high_value_rapid_tx;2025-10-20T12:52:53.711818
21321470;success;deny;previous_chargeback;2025-10-20T12:52:53.945925
21321471;success;approve;looks_ok;2025-10-20T12:52:54.177324
21321472;success;deny;previous_chargeback;2025-10-20T12:52:54.411827
21321473;success;deny;high_value_rapid_tx;2025-10-20T12:52:54.650392
21321474;success;deny;previous_chargeback;2025-10-20T12:52:54.884520
21321475;success;approve;looks_ok;2025-10-20T12:52:55.116738
21321476;success;deny;previous_chargeback;2025-10-20T12:52:55.350048
21321477;success;deny;previous_chargeback;2025-10-20T12:52:55.583997
21321478;success;approve;looks_ok;2025-10-20T12:52:55.815802
21321479;success;deny;high_value_rapid_tx;2025-10-20T12:52:56.049619
21321480;success;approve;looks_ok;2025-10-20T12:52:56.281072
21321481;success;approve;looks_ok;2025-10-20T12:52:56.512164
21321482;success;deny;high_value_rapid_tx;2025-10-20T12:52:56.746331
21321483;success;deny;previous_chargeback;2025-10-20T12:52:56.981007
21321484;success;approve;looks_ok;2025-10-20T12:52:57.215884
21321485;success;deny;previous_chargeback;2025-10-20T12:52:57.455435
21321486;success;deny;previous_chargeback;2025-10-20T12:52:57.707283
21321487;success;deny;previous_chargeback;2025-10-20T12:52:57.942660
21321488;success;approve;looks_ok;2025-10-20T12:52:58.192125
21321489;success;approve;looks_ok;2025-10-20T12:52:58.433032
21321490;success;deny;previous_chargeback;2025-10-20T12:52:58.693570
21321491;success;approve;looks_ok;2025-10-20T12:52:58.947467
21321492;success;deny;previous_chargeback;2025-10-20T12:52:59.192151
21321493;success;deny;high_value_rapid_tx;2025-10-20T12:52:59.432615
21321494;success;deny;previous_chargeback;2025-10-20T12:52:59.681422
21321495;success;approve;looks_ok;2025-10-20T12:52:59.939012
21321496;success;deny;high_value_rapid_tx;2025-10-20T12:53:00.179990
21321497;success;deny;high_value_rapid_tx;2025-10-20T12:53:00.440064
21321498;success;approve;looks_ok;2025-10-20T12:53:00.672613
21321499;success;approve;looks_ok;2025-10-20T12:53:00.925953
21321500;success;deny;high_value_rapid_tx;2025-10-20T12:53:01.183367
21321501;success;deny;previous_chargeback;2025-10-20T12:53:01.423081
21321502;success;deny;previous_chargeback;2025-10-20T12:53:01.656925
21321503;success;deny;previous_chargeback;2025-10-20T12:53:01.897257
21321504;success;deny;high_value_rapid_tx;2025-10-20T12:53:02.134390
21321505;success;deny;previous_chargeback;2025-10-20T12:53:02.393691
21321506;success;deny;previous_chargeback;2025-10-20T12:53:02.628963
21321507;success;deny;high_value_rapid_tx;2025-10-20T12:53:02.874277
21321508;success;deny;high_value_rapid_tx;2025-10-20T12:53:03.113408
21321509;success;deny;high_value_rapid_tx;2025-10-20T12:53:03.364141
21321510;success;approve;looks_ok;2025-10-20T12:53:03.596471
21321511;success;approve;looks_ok;2025-10-20T12:53:03.851147
21321512;success;approve;looks_ok;2025-10-20T12:53:04.096005
21321513;success;approve;looks_ok;2025-10-20T12:53:04.333110
21321514;success;approve;looks_ok;2025-10-20T12:53:04.564561
21321515;success;approve;looks_ok;2025-10-20T12:53:04.804556
21321516;success;approve;looks_ok;2025-10-20T12:53:05.049864
21321517;success;approve;looks_ok;2025-10-20T12:53:05.290649
21321518;success;approve;looks_ok;2025-10-20T12:53:05.522349
21321519;success;approve;looks_ok;2025-10-20T12:53:05.775032
21321520;success;deny;previous_chargeback;2025-10-20T12:53:06.024677
21321521;success;approve;looks_ok;2025-10-20T12:53:06.261956
21321522;success;approve;looks_ok;2025-10-20T12:53:06.493181
21321523;success;approve;looks_ok;2025-10-20T12:53:06.731737
21321524;success;deny;previous_chargeback;2025-10-20T12:53:06.972705
21321525;success;approve;looks_ok;2025-10-20T12:53:07.220363
21321526;success;approve;looks_ok;2025-10-20T12:53:07.451589
21321527;success;approve;looks_ok;2025-10-20T12:53:07.693059
21321528;success;approve;looks_ok;2025-10-20T12:53:07.937076
21321529;success;approve;looks_ok;2025-10-20T12:53:08.189596
21321530;success;approve;looks_ok;2025-10-20T12:53:08.422918
21321531;success;approve;looks_ok;2025-10-20T12:53:08.665045
21321532;success;approve;looks_ok;2025-10-20T12:53:08.903736
21321533;success;deny;previous_chargeback;2025-10-20T12:53:09.144604
21321534;success;approve;looks_ok;2025-10-20T12:53:09.377123
21321535;success;approve;looks_ok;2025-10-20T12:53:09.624272
21321536;success;approve;looks_ok;2025-10-20T12:53:09.871166
21321537;success;approve;looks_ok;2025-10-20T12:53:10.102591
21321538;success;approve;looks_ok;2025-10-20T12:53:10.343729
21321539;success;deny;previous_chargeback;2025-10-20T12:53:10.587262
21321540;success;approve;looks_ok;2025-10-20T12:53:10.844704
21321541;success;approve;looks_ok;2025-10-20T12:53:11.076466
21321542;success;deny;previous_chargeback;2025-10-20T12:53:11.315811
21321543;success;approve;looks_ok;2025-10-20T12:53:11.561538
21321544;success;approve;looks_ok;2025-10-20T12:53:11.805937
21321545;success;approve;looks_ok;2025-10-20T12:53:12.037960
21321546;success;deny;previous_chargeback;2025-10-20T12:53:12.302960
21321547;success;deny;previous_chargeback;2025-10-20T12:53:12.564906
21321548;success;approve;looks_ok;2025-10-20T12:53:12.804009
21321549;success;approve;looks_ok;2025-10-20T12:53:13.037262
21321550;success;approve;looks_ok;2025-10-20T12:53:13.293865
21321551;success;approve;looks_ok;2025-10-20T12:53:13.531293
21321552;success;deny;previous_chargeback;2025-10-20T12:53:13.780410
21321553;success;deny;previous_chargeback;2025-10-20T12:53:14.014716
21321554;success;approve;looks_ok;2025-10-20T12:53:14.258906
21321555;success;deny;high_value_rapid_tx;2025-10-20T12:53:14.506026
21321556;success;approve;looks_ok;2025-10-20T12:53:14.761677
21321557;success;approve;looks_ok;2025-10-20T12:53:14.995350
21321558;success;approve;looks_ok;2025-10-20T12:53:15.245500
21321559;success;approve;looks_ok;2025-10-20T12:53:15.488391
21321560;success;deny;high_value_rapid_tx;2025-10-20T12:53:15.741316
21321561;success;deny;high_value_rapid_tx;2025-10-20T12:53:15.976686
21321562;success;deny;high_value_rapid_tx;2025-10-20T12:53:16.215289
21321563;success;deny;previous_chargeback;2025-10-20T12:53:16.455723
21321564;success;approve;looks_ok;2025-10-20T12:53:16.697857
21321565;success;approve;looks_ok;2025-10-20T12:53:16.930811
21321566;success;approve;looks_ok;2025-10-20T12:53:17.168195
21321567;success;approve;looks_ok;2025-10-20T12:53:17.406950
21321568;success;approve;looks_ok;2025-10-20T12:53:17.641106
21321569;success;approve;looks_ok;2025-10-20T12:53:17.883881
21321570;success;approve;looks_ok;2025-10-20T12:53:18.121927
21321571;success;approve;looks_ok;2025-10-20T12:53:18.356926
21321572;success;approve;looks_ok;2025-10-20T12:53:18.598964
21321573;success;approve;looks_ok;2025-10-20T12:53:18.831219
21321574;success;deny;previous_chargeback;2025-10-20T12:53:19.083278
21321575;success;deny;previous_chargeback;2025-10-20T12:53:19.339875
21321576;success;approve;looks_ok;2025-10-20T12:53:19.579308
21321577;success;approve;looks_ok;2025-10-20T12:53:19.811476
21321578;success;approve;looks_ok;2025-10-20T12:53:20.047937
21321579;success;approve;looks_ok;2025-10-20T12:53:20.290072
21321580;success;approve;looks_ok;2025-10-20T12:53:20.548474
21321581;success;approve;looks_ok;2025-10-20T12:53:20.784003
21321582;success;approve;looks_ok;2025-10-20T12:53:21.034873
21321583;success;approve;looks_ok;2025-10-20T12:53:21.275054
21321584;success;approve;looks_ok;2025-10-20T12:53:21.519206
21321585;success;deny;previous_chargeback;2025-10-20T12:53:21.755269
21321586;success;approve;looks_ok;2025-10-20T12:53:21.989593
21321587;success;deny;high_value_rapid_tx;2025-10-20T12:53:22.230178
21321588;success;approve;looks_ok;2025-10-20T12:53:22.468564
21321589;success;deny;high_value_rapid_tx;2025-10-20T12:53:22.704448
21321590;success;approve;looks_ok;2025-10-20T12:53:22.936740
21321591;success;approve;looks_ok;2025-10-20T12:53:23.180988
21321592;success;approve;looks_ok;2025-10-20T12:53:23.417976
21321593;success;approve;looks_ok;2025-10-20T12:53:23.656328
21321594;success;approve;looks_ok;2025-10-20T12:53:23.893521
21321595;success;approve;looks_ok;2025-10-20T12:53:24.144976
21321596;success;approve;looks_ok;2025-10-20T12:53:24.401335
21321597;success;approve;looks_ok;2025-10-20T12:53:24.641750
21321598;success;approve;looks_ok;2025-10-20T12:53:24.873653
21321599;success;deny;high_value_rapid_tx;2025-10-20T12:53:25.131790
21321600;success;deny;high_value_rapid_tx;2025-10-20T12:53:25.373735
21321601;success;approve;looks_ok;2025-10-20T12:53:25.607630
21321602;success;approve;looks_ok;2025-10-20T12:53:25.840333
21321603;success;approve;looks_ok;2025-10-20T12:53:26.090788
21321604;success;deny;high_value_rapid_tx;2025-10-20T12:53:26.334768
21321605;success;deny;high_value_rapid_tx;2025-10-20T12:53:26.586307
21321606;success;deny;high_value_rapid_tx;2025-10-20T12:53:26.821903
21321607;success;approve;looks_ok;2025-10-20T12:53:27.071115
21321608;success;approve;looks_ok;2025-10-20T12:53:27.310361
21321609;success;approve;looks_ok;2025-10-20T12:53:27.564649
21321610;success;deny;previous_chargeback;2025-10-20T12:53:27.799749
21321611;success;approve;looks_ok;2025-10-20T12:53:28.044223
21321612;success;approve;looks_ok;2025-10-20T12:53:28.293185
21321613;success;approve;looks_ok;2025-10-20T12:53:28.538841
21321614;success;approve;looks_ok;2025-10-20T12:53:28.772818
21321615;success;approve;looks_ok;2025-10-20T12:53:29.008288
21321616;success;deny;previous_chargeback;2025-10-20T12:53:29.262488
21321617;success;approve;looks_ok;2025-10-20T12:53:29.502912
21321618;success;approve;looks_ok;2025-10-20T12:53:29.737372
21321619;success;approve;looks_ok;2025-10-20T12:53:29.994468
21321620;success;approve;looks_ok;2025-10-20T12:53:30.249880
21321621;success;deny;high_value_rapid_tx;2025-10-20T12:53:30.509774
21321622;success;approve;looks_ok;2025-10-20T12:53:30.764070
21321623;success;deny;previous_chargeback;2025-10-20T12:53:31.018583
21321624;success;approve;looks_ok;2025-10-20T12:53:31.276870
21321625;success;approve;looks_ok;2025-10-20T12:53:31.524322
21321626;success;approve;looks_ok;2025-10-20T12:53:31.760530
21321627;success;approve;looks_ok;2025-10-20T12:53:32.016611
21321628;success;approve;looks_ok;2025-10-20T12:53:32.262077
21321629;success;approve;looks_ok;2025-10-20T12:53:32.510022
21321630;success;approve;looks_ok;2025-10-20T12:53:32.758318
21321631;success;approve;looks_ok;2025-10-20T12:53:33.002379
21321632;success;approve;looks_ok;2025-10-20T12:53:33.250666
21321633;success;approve;looks_ok;2025-10-20T12:53:33.492330
21321634;success;approve;looks_ok;2025-10-20T12:53:33.724483
21321635;success;approve;looks_ok;2025-10-20T12:53:33.966508
21321636;success;deny;high_value_rapid_tx;2025-10-20T12:53:34.211381
21321637;success;approve;looks_ok;2025-10-20T12:53:34.449327
21321638;success;approve;looks_ok;2025-10-20T12:53:34.681822
21321639;success;approve;looks_ok;2025-10-20T12:53:34.936321
21321640;success;approve;looks_ok;2025-10-20T12:53:35.177873
21321641;success;approve;looks_ok;2025-10-20T12:53:35.428243
